SalesDetails,SalesOrderNumber,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount,EmployeeKey
1360,SO50251,2024-10-28,2024-11-09,2024-04-11,661,6,6.42,540.39,533.97,134
1361,SO47017,2024-01-29,2024-02-10,2024-05-02,137,6,6.52,180.13,173.61,133
1362,SO71868,2025-11-29,2025-12-11,2025-06-12,30,6,37.32,1418.13,1380.81,134
1363,SO44497,2023-05-01,2023-05-13,2023-08-05,208,6,27.18,1195.82,1168.64,106
1364,SO46949,2024-01-29,2024-02-10,2024-05-02,208,6,213.32,4810.03,4596.71,133
1365,SO49511,2024-08-28,2024-09-09,2024-04-09,156,6,78.18,2348.97,2270.79,135
1366,SO45293,2023-08-01,2023-08-13,2023-08-08,478,6,25.5,1677.84,1652.34,133
1367,SO53482,2025-02-28,2025-03-12,2025-07-03,424,6,60.42,1475.63,1415.21,133
1368,SO44560,2023-05-01,2023-05-13,2023-08-05,532,6,18.52,936.66,918.14,106
1369,SO48331,2024-05-30,2024-06-11,2024-06-06,300,6,66.36,3457.99,3391.63,135
1370,SO46075,2023-10-29,2023-11-10,2023-05-11,370,6,29.46,838.92,809.46,135
1371,SO49048,2024-07-31,2024-08-12,2024-07-08,101,6,86.84,4697.94,4611.1,132
1372,SO45276,2023-08-01,2023-08-13,2023-08-08,11,6,228.74,6089.98,5861.24,132
1373,SO46946,2024-01-29,2024-02-10,2024-05-02,568,6,8.86,196.33,187.47,134
1374,SO49459,2024-08-28,2024-09-09,2024-04-09,406,6,9.0,648.91,639.91,132
1375,SO48287,2024-05-30,2024-06-11,2024-06-06,654,6,9.0,198.04,189.04,106
1376,SO59002,2025-05-30,2025-06-11,2025-06-06,30,6,18.22,404.66,386.44,133
1377,SO48352,2024-05-30,2024-06-11,2024-06-06,701,6,108.8,2283.84,2175.04,135
1378,SO49867,2024-09-28,2024-10-10,2024-05-10,679,6,9.04,183.94,174.9,133
1379,SO57084,2025-04-30,2025-05-12,2025-07-05,354,6,9.14,323.99,314.85,106
1380,SO45052,2023-07-01,2023-07-13,2023-08-07,119,6,746.7,28409.92,27663.22,133
1381,SO58939,2025-05-30,2025-06-11,2025-06-06,228,6,26.84,890.82,863.98,135
1382,SO45268,2023-08-01,2023-08-13,2023-08-08,318,6,33.28,838.92,805.64,132
1383,SO59043,2025-05-30,2025-06-11,2025-06-06,701,6,10.0,202.33,192.33,134
1384,SO49071,2024-07-31,2024-08-12,2024-07-08,661,6,11.0,418.51,407.51,135
1385,SO44112,2023-03-01,2023-03-13,2023-08-03,588,6,883.16,32444.9,31561.74,135
1386,SO43853,2023-01-29,2023-02-10,2023-05-02,11,6,656.7,26354.92,25698.22,135
1387,SO63119,2025-07-31,2025-08-12,2025-07-08,390,6,11.46,218.45,206.99,135
1388,SO46352,2023-11-29,2023-12-11,2023-06-12,498,6,195.32,5918.73,5723.41,106
1389,SO49453,2024-08-28,2024-09-09,2024-04-09,551,6,12.0,1242.85,1230.85,135
1390,SO45058,2023-07-01,2023-07-13,2023-08-07,480,6,197.3,5488.84,5291.54,133
1391,SO49102,2024-07-31,2024-08-12,2024-07-08,208,6,12.54,607.0,594.46,106
1392,SO43844,2023-01-29,2023-02-10,2023-05-02,353,6,338.74,20249.94,19911.2,132
1393,SO57096,2025-04-30,2025-05-12,2025-07-05,191,6,14.14,713.8,699.66,133
1394,SO47390,2024-02-29,2024-03-12,2024-07-03,587,6,14.66,780.82,766.16,133
1395,SO44512,2023-05-01,2023-05-13,2023-08-05,478,6,86.46,1677.84,1591.38,133
1396,SO49045,2024-07-31,2024-08-12,2024-07-08,210,6,243.46,7046.91,6803.45,133
1397,SO48291,2024-05-30,2024-06-11,2024-06-06,388,6,15.98,736.15,720.17,106
1398,SO51754,2025-01-28,2025-02-09,2025-04-02,570,6,16.04,461.69,445.65,132
1399,SO46096,2023-10-29,2023-11-10,2023-05-11,532,6,16.26,838.92,822.66,132
1400,SO69469,2025-10-29,2025-11-10,2025-05-11,334,6,16.56,672.29,655.73,135
1401,SO65231,2025-08-29,2025-09-10,2025-05-09,228,6,17.6,445.41,427.81,134
1402,SO63237,2025-07-31,2025-08-12,2025-07-08,336,6,320.64,9477.92,9157.28,106
1403,SO50271,2024-10-28,2024-11-09,2024-04-11,478,6,18.88,600.26,581.38,132
1404,SO43852,2023-01-29,2023-02-10,2023-05-02,568,6,21.6,2024.99,2003.39,106
1405,SO71877,2025-11-29,2025-12-11,2025-06-12,244,6,22.1,672.29,650.19,106
1406,SO44084,2023-03-01,2023-03-13,2023-08-03,551,6,160.78,8129.98,7969.2,135
1407,SO69537,2025-10-29,2025-11-10,2025-05-11,629,6,50.4,1493.17,1442.77,132
1408,SO65187,2025-08-29,2025-09-10,2025-05-09,443,6,23.76,445.41,421.65,134
1409,SO58990,2025-05-30,2025-06-11,2025-06-06,443,6,24.54,1430.44,1405.9,134
1410,SO49517,2024-08-28,2024-09-09,2024-04-09,550,6,80.64,2818.76,2738.12,134
1411,SO44104,2023-03-01,2023-03-13,2023-08-03,498,6,77.3,4079.99,4002.69,133
1412,SO45269,2023-08-01,2023-08-13,2023-08-08,353,6,25.74,2024.99,1999.25,132
1413,SO47401,2024-02-29,2024-03-12,2024-07-03,654,6,26.12,469.79,443.67,133
1414,SO46073,2023-10-29,2023-11-10,2023-05-11,661,6,27.6,714.7,687.1,133
1415,SO47961,2024-04-30,2024-05-12,2024-07-05,390,6,27.66,647.99,620.33,133
1416,SO46063,2023-10-29,2023-11-10,2023-05-11,534,6,28.68,874.79,846.11,135
1417,SO46065,2023-10-29,2023-11-10,2023-05-11,335,6,341.26,12164.96,11823.7,135
1418,SO51692,2025-01-28,2025-02-09,2025-04-02,334,6,29.42,672.29,642.87,106
1419,SO45319,2023-08-01,2023-08-13,2023-08-08,29,6,373.72,14234.96,13861.24,106
1420,SO51727,2025-01-28,2025-02-09,2025-04-02,478,6,30.46,858.9,828.44,132
1421,SO45310,2023-08-01,2023-08-13,2023-08-08,335,6,637.24,14219.96,13582.72,132
1422,SO45537,2023-08-29,2023-09-10,2023-05-09,172,6,33.08,4049.99,4016.91,135
1423,SO48000,2024-04-30,2024-05-12,2024-07-05,478,6,34.04,780.82,746.78,106
1424,SO44082,2023-03-01,2023-03-13,2023-08-03,47,6,36.56,2039.99,2003.43,106
1425,SO58955,2025-05-30,2025-06-11,2025-06-06,407,6,94.96,5721.77,5626.81,133
1426,SO57159,2025-04-30,2025-05-12,2025-07-05,629,6,256.4,5872.61,5616.21,134
1427,SO44485,2023-05-01,2023-05-13,2023-08-05,390,6,42.68,4049.99,4007.31,134
1428,SO49098,2024-07-31,2024-08-12,2024-07-08,568,6,43.1,1242.85,1199.75,134
1429,SO58983,2025-05-30,2025-06-11,2025-06-06,551,6,47.56,818.7,771.14,135
1430,SO63154,2025-07-31,2025-08-12,2025-07-08,478,6,49.36,1466.01,1416.65,134
1431,SO65217,2025-08-29,2025-09-10,2025-05-09,637,6,52.84,1466.01,1413.17,134
1432,SO43674,2022-12-29,2023-01-10,2023-05-01,83,6,54.42,2624.38,2569.96,133
1433,SO46998,2024-01-29,2024-02-10,2024-05-02,570,6,60.12,1242.85,1182.73,132
1434,SO69483,2025-10-29,2025-11-10,2025-05-11,462,6,67.02,1376.99,1309.97,135
1435,SO57095,2025-04-30,2025-05-12,2025-07-05,334,6,69.36,1466.01,1396.65,106
1436,SO43882,2023-01-29,2023-02-10,2023-05-02,335,6,73.66,2024.99,1951.33,133
1437,SO65197,2025-08-29,2025-09-10,2025-05-09,407,6,76.14,1430.44,1354.3,134
1438,SO43868,2023-01-29,2023-02-10,2023-05-02,478,6,82.96,2146.96,2064.0,106
1439,SO71860,2025-11-29,2025-12-11,2025-06-12,551,6,83.94,2753.99,2670.05,133
1440,SO50709,2024-11-28,2024-12-10,2024-05-12,551,6,122.64,2458.92,2336.28,135
1441,SO44094,2023-03-01,2023-03-13,2023-08-03,172,6,125.74,4079.99,3954.25,134
1442,SO46023,2023-10-29,2023-11-10,2023-05-11,390,6,193.0,6074.98,5881.98,135
1443,SO71843,2025-11-29,2025-12-11,2025-06-12,701,6,349.72,5864.04,5514.32,133
1444,SO49092,2024-07-31,2024-08-12,2024-07-08,127,1,475.64,20053.99,19578.35,101
1445,SO69406,2025-10-29,2025-11-10,2025-05-11,361,1,958.38,33172.26,32213.88,112
1446,SO61266,2025-06-30,2025-07-12,2025-07-07,668,1,448.76,13015.36,12566.6,114
1447,SO44308,2023-03-31,2023-04-12,2023-07-04,506,1,250.0,12372.78,12122.78,115
1448,SO44492,2023-05-01,2023-05-13,2023-08-05,697,1,1723.66,67458.96,65735.3,101
1449,SO45336,2023-08-01,2023-08-13,2023-08-08,326,1,636.28,27311.63,26675.35,101
1450,SO53493,2025-02-28,2025-03-12,2025-07-03,293,1,737.1,23384.65,22647.55,112
1451,SO67321,2025-09-29,2025-10-11,2025-06-10,505,1,1157.34,50354.86,49197.52,113
1452,SO71943,2025-11-29,2025-12-11,2025-06-12,55,1,1059.5,35632.99,34573.49,112
1453,SO49849,2024-09-28,2024-10-10,2024-05-10,506,1,1216.06,49349.59,48133.53,112
1454,SO51712,2025-01-28,2025-02-09,2025-04-02,361,1,754.64,28821.89,28067.25,113
1455,SO48001,2024-04-30,2024-05-12,2024-07-05,127,1,1003.44,36401.78,35398.34,113
1456,SO58910,2025-05-30,2025-06-11,2025-06-06,272,1,1340.98,36336.31,34995.33,113
1457,SO44075,2023-03-01,2023-03-13,2023-08-03,92,1,1186.42,26447.02,25260.6,101
1458,SO57099,2025-04-30,2025-05-12,2025-07-05,605,1,1951.16,53948.32,51997.16,101
1459,SO49105,2024-07-31,2024-08-12,2024-07-08,650,1,1038.26,25187.52,24149.26,114
1460,SO63133,2025-07-31,2025-08-12,2025-07-08,605,1,789.92,32837.66,32047.74,114
1461,SO44540,2023-05-01,2023-05-13,2023-08-05,469,1,962.0,38638.75,37676.75,112
1462,SO51721,2025-01-28,2025-02-09,2025-04-02,650,1,2427.46,98094.78,95667.32,112
1463,SO50209,2024-10-28,2024-11-09,2024-04-11,487,1,1232.9,30242.85,29009.95,114
1464,SO49503,2024-08-28,2024-09-09,2024-04-09,293,1,132.52,3372.39,3239.87,115
1465,SO58991,2025-05-30,2025-06-11,2025-06-06,601,1,92.36,1920.49,1828.13,112
1466,SO57036,2025-04-30,2025-05-12,2025-07-05,43,1,918.3,37891.88,36973.58,115
1467,SO47057,2024-01-29,2024-02-10,2024-05-02,401,1,457.2,16239.56,15782.36,115
1468,SO46967,2024-01-29,2024-02-10,2024-05-02,487,1,1371.58,48577.84,47206.26,113
1469,SO71836,2025-11-29,2025-12-11,2025-06-12,254,1,2591.58,66200.63,63609.05,101
1470,SO47992,2024-04-30,2024-05-12,2024-07-05,487,1,1501.04,43496.38,41995.34,114
1471,SO53613,2025-02-28,2025-03-12,2025-07-03,109,1,1286.74,43103.32,41816.58,101
1472,SO55269,2025-03-30,2025-04-11,2025-06-04,290,1,1451.42,49863.68,48412.26,114
1473,SO58917,2025-05-30,2025-06-11,2025-06-06,692,1,210.72,6260.85,6050.13,101
1474,SO67294,2025-09-29,2025-10-11,2025-06-10,290,1,1345.9,55536.43,54190.53,114
1475,SO55241,2025-03-30,2025-04-11,2025-06-04,146,1,1911.98,60645.18,58733.2,101
1476,SO65322,2025-08-29,2025-09-10,2025-05-09,235,1,189.2,6047.92,5858.72,113
1477,SO55291,2025-03-30,2025-04-11,2025-06-04,505,1,923.6,37477.17,36553.57,115
1478,SO47666,2024-03-30,2024-04-11,2024-06-04,146,1,1486.82,75294.03,73807.21,114
1479,SO43683,2022-12-29,2023-01-10,2023-05-01,506,1,1759.52,42813.43,41053.91,115
1480,SO53514,2025-02-28,2025-03-12,2025-07-03,182,1,1994.64,58895.43,56900.79,114
1481,SO67322,2025-09-29,2025-10-11,2025-06-10,110,1,2134.5,63235.64,61101.14,114
1482,SO61244,2025-06-30,2025-07-12,2025-07-07,110,1,1649.04,54955.9,53306.86,113
1483,SO71941,2025-11-29,2025-12-11,2025-06-12,235,1,76.0,3200.59,3124.59,101
1484,SO71791,2025-11-29,2025-12-11,2025-06-12,644,1,544.78,19965.44,19420.66,114
1485,SO69422,2025-10-29,2025-11-10,2025-05-11,650,1,1931.72,69673.03,67741.31,101
1486,SO46957,2024-01-29,2024-02-10,2024-05-02,236,1,2218.68,75468.57,73249.89,113
1487,SO44771,2023-05-31,2023-06-12,2023-07-06,91,1,1749.38,69681.69,67932.31,112
1488,SO46356,2023-11-29,2023-12-11,2023-06-12,91,1,1858.78,58977.13,57118.35,115
1489,SO51148,2024-12-28,2025-01-09,2025-04-01,110,1,1718.08,43748.57,42030.49,114
1490,SO51797,2025-01-28,2025-02-09,2025-04-02,217,1,0.04,31.58,31.54,113
1491,SO49053,2024-07-31,2024-08-12,2024-07-08,236,1,1470.72,48748.56,47277.84,101
1492,SO47033,2024-01-29,2024-02-10,2024-05-02,343,1,2383.96,93894.65,91510.69,114
1493,SO57044,2025-04-30,2025-05-12,2025-07-05,2,1,78.62,3510.79,3432.17,101
1494,SO63131,2025-07-31,2025-08-12,2025-07-08,697,1,2536.94,87013.56,84476.62,112
1495,SO53500,2025-02-28,2025-03-12,2025-07-03,672,1,1176.0,43381.36,42205.36,114
1496,SO47999,2024-04-30,2024-05-12,2024-07-05,650,1,1097.4,34148.35,33050.95,115
1497,SO69408,2025-10-29,2025-11-10,2025-05-11,236,1,1775.48,49938.5,48163.02,114
1498,SO45049,2023-07-01,2023-07-13,2023-08-07,200,1,49.94,1379.52,1329.58,115
1499,SO63157,2025-07-31,2025-08-12,2025-07-08,650,1,1186.96,48532.56,47345.6,101
1500,SO51865,2025-01-28,2025-02-09,2025-04-02,541,1,6.76,514.01,507.25,114
1501,SO48381,2024-05-30,2024-06-11,2024-06-06,20,1,85.94,3045.62,2959.67,113
1502,SO55295,2025-03-30,2025-04-11,2025-06-04,668,1,313.08,9378.82,9065.74,113
1503,SO47698,2024-03-30,2024-04-11,2024-06-04,506,1,2662.12,72950.09,70287.97,112
1504,SO50316,2024-10-28,2024-11-09,2024-04-11,401,1,134.44,6711.2,6576.76,113
1505,SO46100,2023-10-29,2023-11-10,2023-05-11,433,1,1718.04,47655.06,45937.02,112
1506,SO71790,2025-11-29,2025-12-11,2025-06-12,692,1,53.86,4086.44,4032.58,101
1507,SO45342,2023-08-01,2023-08-13,2023-08-08,401,1,1438.74,63037.61,61598.87,115
1508,SO57105,2025-04-30,2025-05-12,2025-07-05,697,1,4684.74,111498.87,106814.13,101
1509,SO46051,2023-10-29,2023-11-10,2023-05-11,650,1,1178.62,33074.33,31895.71,115
1510,SO45283,2023-08-01,2023-08-13,2023-08-08,1,1,746.48,28395.22,27648.74,115
1511,SO69475,2025-10-29,2025-11-10,2025-05-11,605,1,1919.14,57073.09,55153.95,112
1512,SO45549,2023-08-29,2023-09-10,2023-05-09,91,1,1077.48,50762.76,49685.28,113
1513,SO71785,2025-11-29,2025-12-11,2025-06-12,272,1,802.72,29634.4,28831.68,113
1514,SO45521,2023-08-29,2023-09-10,2023-05-09,272,1,468.3,19227.06,18758.76,112
1515,SO59066,2025-05-30,2025-06-11,2025-06-06,55,1,513.28,24889.16,24375.88,112
1516,SO43849,2023-01-29,2023-02-10,2023-05-02,697,1,593.38,20544.7,19951.32,101
1517,SO46643,2023-12-29,2024-01-10,2024-05-01,290,1,3179.82,110830.36,107650.54,112
1518,SO47970,2024-04-30,2024-05-12,2024-07-05,697,1,2112.72,72244.49,70131.77,113
1519,SO44523,2023-05-01,2023-05-13,2023-08-05,73,1,1812.38,74395.74,72583.36,112
1520,SO71818,2025-11-29,2025-12-11,2025-06-12,672,1,1341.48,45786.98,44445.5,112
1521,SO59010,2025-05-30,2025-06-11,2025-06-06,109,1,1336.0,41011.9,39675.9,115
1522,SO47443,2024-02-29,2024-03-12,2024-07-03,20,1,262.2,7619.59,7357.39,112
1523,SO51123,2024-12-28,2025-01-09,2025-04-01,290,1,2907.66,93829.34,90921.68,101
1524,SO65268,2025-08-29,2025-09-10,2025-05-09,55,1,582.88,29320.65,28737.77,112
1525,SO53467,2025-02-28,2025-03-12,2025-07-03,692,1,177.52,5696.54,5519.02,114
1526,SO50693,2024-11-28,2024-12-10,2024-05-12,254,1,974.84,32210.47,31235.63,114
1527,SO53571,2025-02-28,2025-03-12,2025-07-03,163,1,2221.2,52347.87,50126.67,115
1528,SO46976,2024-01-29,2024-02-10,2024-05-02,2,1,279.16,7759.39,7480.23,115
1529,SO48057,2024-04-30,2024-05-12,2024-07-05,343,1,2883.7,86679.61,83795.91,114
1530,SO69508,2025-10-29,2025-11-10,2025-05-11,433,1,3298.22,106268.24,102970.02,115
1531,SO50216,2024-10-28,2024-11-09,2024-04-11,2,1,33.08,1484.46,1451.38,115
1532,SO63249,2025-07-31,2025-08-12,2025-07-08,343,1,887.9,23564.97,22677.07,113
1533,SO65263,2025-08-29,2025-09-10,2025-05-09,542,1,1275.02,42553.42,41278.4,113
1534,SO71835,2025-11-29,2025-12-11,2025-06-12,621,1,1251.52,53858.67,52607.15,112
1535,SO46052,2023-10-29,2023-11-10,2023-05-11,289,1,906.38,24582.73,23676.35,114
1536,SO50218,2024-10-28,2024-11-09,2024-04-11,127,1,1225.7,34110.19,32884.49,101
1537,SO69413,2025-10-29,2025-11-10,2025-05-11,43,1,444.94,26163.04,25718.1,114
1538,SO50217,2024-10-28,2024-11-09,2024-04-11,650,1,1242.7,32359.88,31117.18,114
1539,SO63287,2025-07-31,2025-08-12,2025-07-08,669,1,43.42,937.76,894.34,113
1540,SO46972,2024-01-29,2024-02-10,2024-05-02,650,1,1203.8,38189.06,36985.26,113
1541,SO50669,2024-11-28,2024-12-10,2024-05-12,692,1,86.32,3733.92,3647.6,115
1542,SO57167,2025-04-30,2025-05-12,2025-07-05,181,1,0.08,728.91,728.83,101
1543,SO57046,2025-04-30,2025-05-12,2025-07-05,650,1,2167.28,73196.0,71028.72,113
1544,SO47694,2024-03-30,2024-04-11,2024-06-04,290,1,2120.94,72573.98,70453.04,115
1545,SO58963,2025-05-30,2025-06-11,2025-06-06,254,1,2133.86,77485.78,75351.92,101
1546,SO65175,2025-08-29,2025-09-10,2025-05-09,644,1,454.74,19600.14,19145.4,113
1547,SO51138,2024-12-28,2025-01-09,2025-04-01,451,1,1220.68,36252.32,35031.64,114
1548,SO46647,2023-12-29,2024-01-10,2024-05-01,506,1,2867.7,81042.28,78174.58,114
1549,SO46974,2024-01-29,2024-02-10,2024-05-02,127,1,1301.52,40429.99,39128.47,101
1550,SO49059,2024-07-31,2024-08-12,2024-07-08,73,1,10.66,263.25,252.59,101
1551,SO67315,2025-09-29,2025-10-11,2025-06-10,668,1,256.94,7268.75,7011.81,113
1552,SO44109,2023-03-01,2023-03-13,2023-08-03,91,1,418.54,13837.09,13418.55,113
1553,SO46611,2023-12-29,2024-01-10,2024-05-01,146,1,2036.74,78455.03,76418.29,101
1554,SO43895,2023-01-29,2023-02-10,2023-05-02,469,1,1177.4,32459.93,31282.53,101
1555,SO51800,2025-01-28,2025-02-09,2025-04-02,307,1,107.56,2675.2,2567.64,115
1556,SO44541,2023-05-01,2023-05-13,2023-08-05,559,1,1508.98,50827.14,49318.16,115
1557,SO53576,2025-02-28,2025-03-12,2025-07-03,542,1,1814.84,44081.0,42266.16,115
1558,SO53603,2025-02-28,2025-03-12,2025-07-03,604,1,217.7,8785.93,8568.23,114
1559,SO50297,2024-10-28,2024-11-09,2024-04-11,343,1,3441.58,103362.34,99920.76,114
1560,SO59019,2025-05-30,2025-06-11,2025-06-06,20,1,39.34,2077.12,2037.78,115
1561,SO49826,2024-09-28,2024-10-10,2024-05-10,146,1,2146.32,73988.4,71842.08,115
1562,SO46667,2023-12-29,2024-01-10,2024-05-01,668,1,470.28,14660.29,14190.01,101
1563,SO51826,2025-01-28,2025-02-09,2025-04-02,693,1,1777.34,76402.38,74625.04,114
1564,SO48746,2024-06-30,2024-07-12,2024-07-07,506,1,1161.96,71863.78,70701.82,115
1565,SO47403,2024-02-29,2024-03-12,2024-07-03,254,1,2039.22,54812.17,52772.95,112
1566,SO63247,2025-07-31,2025-08-12,2025-07-08,693,1,985.3,26884.59,25899.29,113
1567,SO65255,2025-08-29,2025-09-10,2025-05-09,163,1,856.08,31295.11,30439.03,115
1568,SO46098,2023-10-29,2023-11-10,2023-05-11,326,1,1736.86,51341.08,49604.22,114
1569,SO46102,2023-10-29,2023-11-10,2023-05-11,401,1,232.22,10279.34,10047.12,115
1570,SO50758,2024-11-28,2024-12-10,2024-05-12,235,1,112.04,4515.98,4403.94,112
1571,SO44563,2023-05-01,2023-05-13,2023-08-05,433,1,1206.66,47716.9,46510.24,101
1572,SO58946,2025-05-30,2025-06-11,2025-06-06,672,1,1297.04,40971.34,39674.3,114
1573,SO46966,2024-01-29,2024-02-10,2024-05-02,43,1,1565.96,40982.66,39416.7,101
1574,SO46323,2023-11-29,2023-12-11,2023-06-12,92,1,90.12,3428.49,3338.37,113
1575,SO67265,2025-09-29,2025-10-11,2025-06-10,398,1,64.66,1386.58,1321.92,101
1576,SO44762,2023-05-31,2023-06-12,2023-07-06,293,1,2087.36,92836.64,90749.28,115
1577,SO45782,2023-09-29,2023-10-11,2023-06-10,146,1,1382.52,40710.01,39327.49,112
1578,SO50314,2024-10-28,2024-11-09,2024-04-11,433,1,1578.26,45674.46,44096.2,101
1579,SO55286,2025-03-30,2025-04-11,2025-06-04,253,1,113.58,3650.6,3537.02,112
1580,SO65252,2025-08-29,2025-09-10,2025-05-09,672,1,565.38,21026.97,20461.59,114
1581,SO71833,2025-11-29,2025-12-11,2025-06-12,182,1,1601.0,53083.45,51482.45,114
1582,SO57030,2025-04-30,2025-05-12,2025-07-05,236,1,1876.16,63339.26,61463.1,115
1583,SO49101,2024-07-31,2024-08-12,2024-07-08,487,1,594.5,25503.15,24908.65,115
1584,SO63148,2025-07-31,2025-08-12,2025-07-08,361,1,578.92,22161.83,21582.91,115
1585,SO47997,2024-04-30,2024-05-12,2024-07-05,2,1,187.72,4168.24,3980.52,112
1586,SO44511,2023-05-01,2023-05-13,2023-08-05,289,1,353.16,10160.16,9807.0,113
1587,SO46649,2023-12-29,2024-01-10,2024-05-01,380,1,122.8,10491.57,10368.77,113
1588,SO71880,2025-11-29,2025-12-11,2025-06-12,542,1,624.86,31923.92,31299.06,113
1589,SO51726,2025-01-28,2025-02-09,2025-04-02,199,1,1336.02,50891.81,49555.79,114
1590,SO57109,2025-04-30,2025-05-12,2025-07-05,289,1,297.2,5639.35,5342.15,114
1591,SO46032,2023-10-29,2023-11-10,2023-05-11,697,1,928.04,30998.07,30070.03,113
1592,SO51711,2025-01-28,2025-02-09,2025-04-02,236,1,3176.26,101678.38,98502.12,115
1593,SO49494,2024-08-28,2024-09-09,2024-04-09,644,1,541.48,18993.1,18451.63,101
1594,SO58916,2025-05-30,2025-06-11,2025-06-06,644,1,419.28,19078.47,18659.19,113
1595,SO63224,2025-07-31,2025-08-12,2025-07-08,433,1,2632.58,81696.61,79064.03,101
1596,SO45274,2023-08-01,2023-08-13,2023-08-08,697,1,1921.88,66993.83,65071.95,113
1597,SO61195,2025-06-30,2025-07-12,2025-07-07,290,1,818.44,40282.7,39464.26,101
1598,SO44792,2023-05-31,2023-06-12,2023-07-06,20,1,1224.68,34754.88,33530.2,115
1599,SO65256,2025-08-29,2025-09-10,2025-05-09,438,1,245.84,4840.94,4595.1,114
1600,SO71886,2025-11-29,2025-12-11,2025-06-12,109,1,787.88,29178.71,28390.83,113
1601,SO51830,2025-01-28,2025-02-09,2025-04-02,433,1,4074.56,112773.5,108698.94,113
1602,SO51821,2025-01-28,2025-02-09,2025-04-02,401,1,208.9,4543.1,4334.2,115
1603,SO59050,2025-05-30,2025-06-11,2025-06-06,604,1,176.62,5475.53,5298.91,112
1604,SO47368,2024-02-29,2024-03-12,2024-07-03,692,1,204.38,6700.11,6495.73,113
1605,SO71919,2025-11-29,2025-12-11,2025-06-12,38,1,70.78,2321.26,2250.48,101
1606,SO63198,2025-07-31,2025-08-12,2025-07-08,2,1,25.24,3089.94,3064.7,115
1607,SO65170,2025-08-29,2025-09-10,2025-05-09,692,1,240.58,5438.03,5197.45,112
1608,SO57026,2025-04-30,2025-05-12,2025-07-05,361,1,818.0,30381.57,29563.57,113
1609,SO69552,2025-10-29,2025-11-10,2025-05-11,401,1,120.6,5074.37,4953.77,113
1610,SO44513,2023-05-01,2023-05-13,2023-08-05,145,1,2151.0,43520.13,41369.13,114
1611,SO49112,2024-07-31,2024-08-12,2024-07-08,289,1,140.52,5054.6,4914.08,112
1612,SO45318,2023-08-01,2023-08-13,2023-08-08,469,1,645.84,29962.8,29316.96,115
1613,SO59065,2025-05-30,2025-06-11,2025-06-06,235,1,68.86,1644.94,1576.08,101
1614,SO44743,2023-05-31,2023-06-12,2023-07-06,272,1,1177.74,42254.58,41076.84,113
1615,SO47701,2024-03-30,2024-04-11,2024-06-04,380,1,170.64,6413.63,6242.99,115
1616,SO53578,2025-02-28,2025-03-12,2025-07-03,438,1,436.68,10037.95,9601.27,114
1617,SO43909,2023-01-29,2023-02-10,2023-05-02,326,1,742.04,25493.32,24751.28,113
1618,SO44284,2023-03-31,2023-04-12,2023-07-04,146,1,2530.94,87873.85,85342.91,112
1619,SO44567,2023-05-01,2023-05-13,2023-08-05,401,1,1078.46,46957.83,45879.37,115
1620,SO45043,2023-07-01,2023-07-13,2023-08-07,146,1,942.74,32576.73,31633.99,101
1621,SO67337,2025-09-29,2025-10-11,2025-06-10,325,1,15.28,293.96,278.68,114
1622,SO46077,2023-10-29,2023-11-10,2023-05-11,469,1,1536.46,37779.37,36242.91,115
1623,SO48741,2024-06-30,2024-07-12,2024-07-07,290,1,981.46,37020.04,36038.58,113
1624,SO45064,2023-07-01,2023-07-13,2023-08-07,506,1,1343.24,53033.19,51689.95,101
1625,SO57090,2025-04-30,2025-05-12,2025-07-05,559,1,0.2,41.99,41.79,113
1626,SO43911,2023-01-29,2023-02-10,2023-05-02,433,1,467.84,19734.87,19267.03,113
1627,SO44483,2023-05-01,2023-05-13,2023-08-05,271,1,78.6,3018.34,2939.74,112
1628,SO53518,2025-02-28,2025-03-12,2025-07-03,254,1,1960.44,88243.9,86283.46,112
1629,SO46322,2023-11-29,2023-12-11,2023-06-12,128,1,0.22,178.58,178.36,113
1630,SO61199,2025-06-30,2025-07-12,2025-07-07,506,1,788.82,58015.61,57226.79,114
1631,SO53605,2025-02-28,2025-03-12,2025-07-03,308,1,2662.62,71108.0,68445.38,112
1632,SO47385,2024-02-29,2024-03-12,2024-07-03,379,1,34.26,3147.57,3113.31,112
1633,SO69420,2025-10-29,2025-11-10,2025-05-11,289,1,3.34,1544.97,1541.63,112
1634,SO44100,2023-03-01,2023-03-13,2023-08-03,293,1,3137.42,81594.88,78457.46,112
1635,SO65200,2025-08-29,2025-09-10,2025-05-09,254,1,1596.88,47079.97,45483.09,101
1636,SO67266,2025-09-29,2025-10-11,2025-06-10,146,1,1439.48,71155.73,69716.25,113
1637,SO58962,2025-05-30,2025-06-11,2025-06-06,621,1,1595.64,56579.8,54984.16,101
1638,SO44121,2023-03-01,2023-03-13,2023-08-03,169,1,1755.14,64713.95,62958.81,115
1639,SO45804,2023-09-29,2023-10-11,2023-06-10,506,1,684.24,40814.83,40130.59,115
1640,SO51838,2025-01-28,2025-02-09,2025-04-02,343,1,1048.32,39403.72,38355.4,115
1641,SO49163,2024-07-31,2024-08-12,2024-07-08,401,1,397.7,7736.05,7338.35,101
1642,SO63289,2025-07-31,2025-08-12,2025-07-08,401,1,240.28,6926.96,6686.68,113
